models,dataset
1448463983,626719079
1448463983,267752847
1448463983,890792651
1448463983,128618702
1448463983,982641639
1448463983,588469599
1448463983,529188340
1448463983,242802798
1448463983,55702926
1448463983,105868456
1448463983,320492022
1448463983,1026875765
1448463983,1074780173
1448463983,985648622
1448463983,1113368431
1448463983,166644448
1448463983,1324131810
1448463983,630043398
1448463983,1086774274
1448463983,1386635252
1448463983,1267280397
1448463983,959357369
1448463983,491443674
1448463983,264625923
1448463983,500729472
1448463983,542912182
1448463983,1328439429
1448463983,229946201
1448463983,161186525
1448463983,363299651
1448463983,309496864
1448463983,1411575385
1448463983,472559081
1448463983,1996238642
1448463983,1123805179
1448463983,1090947365
1448463983,415445419
1448463983,1530706012
1448463983,792599453
1448463983,462264888
1448463983,311598982
1448463983,621484722
1448463983,238518312
1448463983,186785872
1448463983,1604627443
1448463983,895211968
1448463983,1705283887
1448463983,1579812251
1448463983,129999781
1448463983,768520006
1448463983,249302956
1448463983,1073371329
1448463983,615277819
1448463983,1518572357
1448463983,1253693310
1448463983,1183142151
1448463983,1333831876
1448463983,943672116
1448463983,979723800
1448463983,1482752845
1448463983,248940397
1448463983,386814771
1448463983,1796669170
1448463983,1519093076
1448463983,1365143163
1448463983,1297100076
1448463983,9237388
1448463983,591253656
1448463983,1817723411
1448463983,1896023219
1448463983,1115867340
1448463983,30619135
1448463983,1116292143
1448463983,1639912238
1448463983,797905886
1448463983,1729699845
1448463983,98830394
1448463983,19128063
1448463983,1559571120
1448463983,691735534
1448463983,1457010542
1448463983,57743087
1448463983,66017792
1448463983,296387841
1448463983,1269316138
1448463983,619440777
208765266,1209922639
208765266,1661573566
208765266,1207059704
208765266,1442475705
208765266,888504205
208765266,330391101
208765266,1794675612
208765266,1574337189
208765266,1637607399
208765266,56645780
208765266,1183608089
208765266,803010341
208765266,1880862113
208765266,123016720
208765266,147065498
208765266,1905005402
208765266,1833123678
208765266,580154923
208765266,188439557
208765266,84162495
208765266,1488210864
208765266,1159519953
208765266,358190211
208765266,1631754445
208765266,1610049022
208765266,617722980
208765266,1085473450
208765266,1935744196
208765266,1969115709
208765266,1472723451
208765266,1905893454
208765266,1943246613
208765266,553020081
208765266,988875961
208765266,795316110
208765266,564024704
208765266,166446334
208765266,1783180028
208765266,570576378
208765266,428247309
208765266,36218280
208765266,887597152
208765266,529222560
208765266,995468094
208765266,51001433
208765266,1553290230
208765266,612911278
208765266,1069772475
208765266,980662115
208765266,488668418
208765266,429865680
208765266,1477819170
208765266,142157055
208765266,904051172
208765266,484744442
208765266,1632911702
208765266,630099728
208765266,1650075589
208765266,913034118
208765266,579201258
208765266,718800234
208765266,1422310061
208765266,448405665
208765266,148827072
208765266,16123957
208765266,1631279008
208765266,1143243411
208765266,284131863
208765266,1585841053
208765266,1510980889
208765266,469474865
208765266,1042349527
208765266,463543615
208765266,1198694587
208765266,338550988
208765266,662910001
208765266,205482042
208765266,927012232
208765266,1060733942
208765266,918851298
208765266,1770581018
208765266,1800189463
208765266,780826136
208765266,454738006
208765266,1668544638
208765266,1380085918
208765266,45146073
208765266,1784882712
208765266,1441631289
208765266,1877431753
208765266,1681022794
208765266,1681048253
208765266,1834984058
208765266,1882335585
208765266,1082817707
208765266,382596802
208765266,415149538
208765266,611071350
208765266,743069133
208765266,1334939579
208765266,252785395
208765266,30409620
208765266,817334430
208765266,1102224325
208765266,1656148114
208765266,519013848
208765266,1471996106
208765266,1726753361
208765266,220528102
208765266,781973011
208765266,237124248
208765266,1198965988
208765266,196972118
208765266,1429578070
208765266,290421384
208765266,144423433
208765266,711128479
208765266,1194835014
208765266,72849931
208765266,656345188
469839674,483141477
469839674,1515873386
469839674,679627678
469839674,1543992474
469839674,1939784766
469839674,1509961555
469839674,1956078655
469839674,183237063
469839674,1572932890
469839674,1566690958
469839674,1642514907
469839674,877879522
469839674,1108543439
469839674,1041565692
469839674,1200382663
469839674,295184518
469839674,668246129
469839674,352391583
469839674,1604219455
469839674,1247663605
469839674,326376260
469839674,281904951
469839674,1333995440
469839674,929204747
469839674,743848696
469839674,1033817126
469839674,209640993
469839674,1251353776
469839674,1104327796
469839674,725617306
469839674,1566826798
469839674,522234113
469839674,1728080591
469839674,454320395
469839674,852964635
469839674,1965239457
469839674,661002249
469839674,388917082
469839674,1693030662
469839674,1697527480
469839674,442476877
469839674,107756470
469839674,582173360
469839674,1882793204
469839674,1605068948
469839674,342610270
469839674,336646599
469839674,1898067863
469839674,197310652
469839674,3925944
469839674,1636491790
469839674,438673612
469839674,746016150
469839674,1579462907
469839674,1991290297
469839674,188639663
469839674,1842328507
469839674,1717256983
469839674,1493128664
469839674,1978514963
469839674,818561298
469839674,826192912
469839674,713160136
469839674,870323119
469839674,453875345
469839674,1423298697
469839674,671325997
469839674,161444647
469839674,738103792
469839674,570514623
469839674,55707083
469839674,780475840
469839674,843876392
469839674,1933449238
469839674,1835229980
469839674,1881266627
469839674,1375772925
469839674,747716442
469839674,1221784231
469839674,1893278244
469839674,735934481
469839674,1212259947
469839674,1812780083
469839674,1791516924
469839674,440950222
469839674,1539093166
469839674,1098584419
469839674,298777924
469839674,1249762864
469839674,1543986892
469839674,483476000
469839674,753328854
469839674,1381119625
469839674,1817876132
469839674,1707781239
469839674,1086139407
469839674,365454991
469839674,737920467
469839674,1729266240
469839674,1024508948
469839674,1559661038
469839674,663679752
469839674,1693923558
469839674,1940003439
469839674,799165874
469839674,1422987495
469839674,779357705
469839674,1065608917
469839674,1853259449
469839674,1040952509
469839674,1966913016
469839674,1380218247
469839674,807290444
469839674,1306263484
469839674,374064137
469839674,5015796
469839674,417108281
469839674,1735294150
469839674,930047110
469839674,22876337
1955775877,1288595722
1955775877,1558352917
1955775877,1192558401
1955775877,1927251691
1955775877,230383680
1955775877,266430243
1955775877,622989147
1955775877,1023936593
1955775877,1902475273
1955775877,575146826
1955775877,364576256
1955775877,1462159498
1955775877,979268482
1955775877,714128010
1955775877,1014885087
1955775877,282063084
1955775877,518296928
1955775877,1343826981
1955775877,1525340406
1955775877,295576127
1955775877,1530014552
1955775877,865788176
1955775877,623370488
1955775877,1540058786
1955775877,1280930834
1955775877,1607709928
1955775877,216151166
1955775877,1649767784
1955775877,375067612
1955775877,1982269280
1955775877,1438665909
1955775877,555793160
1955775877,620198417
1955775877,1588561693
1955775877,271758305
1955775877,353369272
1955775877,1248861690
1955775877,672591571
1955775877,979661220
1955775877,1374538019
1955775877,1311087305
1955775877,829731261
1955775877,1529847255
1955775877,1531926014
1955775877,1477064772
1955775877,1616217789
1955775877,1777904944
1955775877,957560369
1955775877,1593225441
1955775877,97131553
1955775877,1658095652
1955775877,431749210
1955775877,588665834
1955775877,1173533311
1955775877,1268857538
1955775877,556563560
1955775877,502883588
1955775877,1633303203
1955775877,45057743
1955775877,1428132814
1955775877,903486585
1955775877,366675329
1955775877,1128714248
1955775877,962367636
1955775877,1605986157
1955775877,619447762
1955775877,1901897415
1955775877,416581612
1955775877,425457372
1955775877,1095745679
1955775877,647340224
1955775877,431654421
1955775877,1345730296
1955775877,1705262015
1955775877,1515581506
1955775877,175828748
1955775877,31377737
1955775877,986086559
1955775877,587665893
1955775877,1257180724
1955775877,1684138721
1955775877,427953461
1955775877,1068709645
1955775877,831285702
1955775877,1208352717
1955775877,1595052789
1955775877,1121686540
1955775877,671848029
1955775877,451501619
1955775877,1777080586
1955775877,1314635415
1955775877,1426005380
1955775877,1565923750
1955775877,881586752
1955775877,1585516100
1955775877,1078195822
1955775877,131297026
1955775877,1069838530
1955775877,542096909
1955775877,1073305341
1955775877,616735899
1955775877,1182074715
1955775877,572456809
1955775877,997167224
1955775877,1862220063
1955775877,702687631
1955775877,661846113
1955775877,1947643271
1955775877,536408363
1955775877,1678825024
1955775877,211364015
1955775877,640673528
1955775877,1779179459
1955775877,935316570
1955775877,896285682
1955775877,1878064264
1955775877,1912513436
1955775877,63228896
1955775877,240236089
1955775877,1406415595
1955775877,1279399299
1955775877,1470671213
444504860,1086139407
444504860,1966913016
444504860,1791516924
444504860,570514623
444504860,1375772925
444504860,161444647
444504860,713160136
444504860,1221784231
444504860,1893278244
444504860,735934481
444504860,826192912
444504860,1423298697
444504860,1817876132
444504860,780475840
444504860,483476000
444504860,1728080591
444504860,365454991
444504860,930047110
444504860,807290444
444504860,1559661038
444504860,1306263484
444504860,725077456
444504860,5015796
444504860,22876337
444504860,1711461803
444504860,747716442
444504860,1381119625
444504860,1812770824
444504860,1212259947
444504860,168890200
444504860,1693923558
444504860,1940003439
444504860,1707781239
444504860,843876392
444504860,753328854
444504860,1040952509
444504860,1543986892
444504860,671325997
444504860,1249762864
444504860,1933449238
444504860,1024508948
444504860,1853259449
444504860,799165874
444504860,1098584419
444504860,1735294150
444504860,386455710
444504860,1065608917
444504860,1881266627
444504860,55707083
444504860,374064137
444504860,738103792
444504860,1564180991
444504860,737920467
444504860,417108281
444504860,1812780083
444504860,870323119
444504860,453875345
444504860,1881647382
444504860,1380218247
444504860,818561298
1784072652,1762495907
1784072652,542096909
1784072652,671848029
1784072652,1239980451
1784072652,202804048
1784072652,1736112215
1784072652,211364015
1784072652,1406415595
1784072652,1779179459
1784072652,1565952602
1784072652,427953461
1784072652,1684138721
1784072652,1901897415
1784072652,1516261100
1784072652,366675329
1784072652,1878064264
1784072652,230927225
1784072652,882846349
1784072652,881586752
1784072652,1678825024
1784072652,175828748
1784072652,1912513436
1784072652,1595052789
1784072652,1768582896
1784072652,1777080586
1784072652,1314635415
1784072652,1257180724
1784072652,572456809
1784072652,425457372
1784072652,1182074715
1784072652,1605986157
1784072652,842641515
1784072652,1128714248
1784072652,1116000507
1784072652,63228896
1784072652,810439365
1784072652,1515581506
1784072652,22410623
1784072652,903486585
1784072652,565655777
1784072652,997167224
1784072652,1073305341
1784072652,289027583
1784072652,1612904802
1784072652,619447762
1784072652,1565923750
1784072652,986086559
1784072652,1801096943
1784072652,1069838530
1784072652,1639673732
1784072652,962367636
1784072652,536408363
1784072652,879819563
1784072652,602668594
1784072652,1291128442
1784072652,935316570
1784072652,1705262015
1784072652,1960429241
1784072652,474842104
1784072652,640673528
270498850,282006545
270498850,23582572
270498850,1473809041
270498850,1710248466
270498850,1854504981
270498850,906742536
270498850,1954567202
270498850,1292927268
270498850,1415974279
270498850,1926830730
270498850,146872435
270498850,816704591
270498850,581997277
270498850,906238612
270498850,1875313876
270498850,949696249
270498850,355264376
270498850,1953659345
270498850,1022336986
270498850,321318931
270498850,1753800762
270498850,562686401
270498850,734492633
270498850,188247827
270498850,669471488
270498850,295281370
270498850,146426105
270498850,1251309306
270498850,310425945
270498850,1742753604
270498850,1450199423
270498850,1710410289
270498850,844567459
270498850,928007202
270498850,291534503
270498850,220249447
270498850,1429932297
270498850,963832714
270498850,910989207
270498850,1085169441
270498850,955836155
270498850,1645423328
270498850,1563980506
270498850,1400167171
270498850,1587814818
270498850,680664599
270498850,1569580032
270498850,750548636
270498850,560947764
270498850,1707438085
270498850,1680177816
270498850,589476625
270498850,1697213802
270498850,1103135471
270498850,290448711
270498850,1603341461
270498850,1982799381
270498850,1284259456
270498850,1900541813
270498850,1680633929
638750473,449373816
638750473,557901434
638750473,240110345
638750473,320664712
638750473,173391666
67341487,30981271
67341487,1638685825
67341487,1902808140
67341487,80919717
67341487,1083014568
67341487,326376260
67341487,826192912
67341487,575070017
67341487,1145797311
67341487,1817876132
67341487,455313036
67341487,279009694
1392552225,471312334
1392552225,583101534
1392552225,1552076439
1392552225,1817288936
1392552225,1611676242
1392552225,1327725305
1392552225,772010232
1392552225,1404762480
1392552225,668015311
1392552225,43104980
1392552225,316639171
1392552225,1164992721
809821480,462348470
809821480,1211610863
809821480,1919709633
809821480,1494117921
809821480,1672314417
809821480,275654372
867026342,449373816
867026342,1866432467
867026342,240110345
867026342,320664712
1070357943,30981271
1070357943,770609710
1070357943,1286428823
1070357943,80919717
1070357943,874045388
1070357943,68789050
1070357943,826192912
1070357943,1278920015
1070357943,891647577
1070357943,1817876132
1070357943,455313036
1070357943,543813775
692243704,471312334
692243704,773569883
692243704,1863189942
692243704,1817288936
692243704,1321434096
692243704,1734793824
692243704,1051172424
692243704,1151712943
692243704,1031427837
692243704,922157398
692243704,589962376
692243704,419725668
893459003,1480649611
893459003,7951342
893459003,1042705414
893459003,63194954
893459003,1241266763
893459003,450574125
1826933025,449373816
1826933025,498647599
1826933025,309732746
1826933025,240110345
1826933025,864080906
448806752,30981271
448806752,770609710
448806752,1077802064
448806752,80919717
448806752,1083014568
448806752,1906719947
448806752,826192912
448806752,575070017
448806752,115814721
448806752,1817876132
448806752,967743192
448806752,1698289435
893400833,471312334
893400833,21633668
893400833,471617807
893400833,1321434096
893400833,773569883
893400833,1891348815
893400833,1051172424
893400833,689271465
893400833,845545823
893400833,1925221576
893400833,1860481957
893400833,488900208
843879055,651839212
843879055,1948286037
843879055,612058004
843879055,1494117921
843879055,1938234334
843879055,866836766
1633051939,449373816
1633051939,1637879897
1633051939,240110345
1633051939,1166081787
401920639,30981271
401920639,623492321
401920639,87502213
401920639,80919717
401920639,1083014568
401920639,826192912
401920639,651651697
401920639,1128673317
401920639,1817876132
401920639,61417549
401920639,644958696
977174253,471312334
977174253,773569883
977174253,65069965
977174253,1321434096
977174253,1742310745
977174253,1729305602
977174253,1051172424
977174253,957017543
977174253,96022303
977174253,158455915
977174253,1698374537
977174253,1154791819
363376464,244157624
363376464,1975115792
363376464,57508567
363376464,419273095
363376464,1251578087
363376464,226055848
864522625,449373816
864522625,1945071115
1008873319,30981271
1008873319,869045570
1008873319,1902808140
1910148155,471312334
1910148155,992122619
1910148155,1792821731
1239556481,462348470
1239556481,1869732333
1239556481,182319716
1430481124,30981271
1430481124,1697118686
370859059,471312334
370859059,773569883
1274462504,30981271
1274462504,623492321
1085393332,471312334
1085393332,387353275
14542851,449373816
14542851,961378317
14542851,240110345
14542851,905703389
1604045517,30981271
1604045517,265926874
1604045517,1191025178
1604045517,80919717
1604045517,874045388
1604045517,86369823
1604045517,826192912
1604045517,575070017
1604045517,115814721
1604045517,1817876132
1604045517,429115669
1604045517,761947907
1159619177,471312334
1159619177,773569883
1159619177,1283764252
1159619177,1321434096
1159619177,245620637
1159619177,884975534
1159619177,1895184056
1159619177,1151712943
1159619177,155894338
1159619177,1124758469
1159619177,1829334920
1159619177,107782547
676198535,651839212
676198535,124573750
676198535,1076830728
676198535,63194954
676198535,450574125
676198535,1241266763
243312023,1601996762
243312023,1672928449
243312023,542087804
243312023,889836322
243312023,1623988038
243312023,554518170
243312023,1066298759
243312023,746367221
243312023,1819427667
243312023,199955355
243312023,473551813
243312023,658464658
243312023,517834456
243312023,1215214998
243312023,868419221
243312023,1375349567
243312023,1896860454
243312023,961876422
243312023,1143362081
243312023,1822542022
243312023,1885761733
243312023,1184192472
243312023,24051975
243312023,365035016
243312023,317383300
243312023,918925304
855964518,1528608919
855964518,1799403251
855964518,1502238966
855964518,1512748992
855964518,1140223936
855964518,1720802954
855964518,354588638
855964518,550415966
855964518,1339575722
855964518,27893809
855964518,1882634658
855964518,27476619
855964518,1763758249
855964518,214317452
855964518,897550201
855964518,629846851
855964518,1732670778
855964518,569494915
855964518,78627782
855964518,302906587
855964518,550106339
855964518,187367913
855964518,355375542
855964518,1023095037
855964518,1844810661
1627491226,1893716966
1627491226,643535674
1627491226,395475634
1627491226,224242487
1627491226,222401350
1627491226,1659248819
1627491226,1936756076
1627491226,1453275484
1627491226,524029438
1627491226,966322272
1627491226,1165672759
1627491226,339211593
1627491226,1675364158
1627491226,23245775
1627491226,1179823659
1627491226,1800222339
1627491226,1699115734
1627491226,784265719
1627491226,1272921000
1627491226,1469347895
1627491226,1296047836
1627491226,634544381
1627491226,1930275878
1627491226,1260177787
1627491226,1118208214
1627491226,1207809609
353129038,783624
353129038,1201040777
353129038,966137732
353129038,1534164675
353129038,136151104
353129038,824191558
353129038,1888549281
353129038,727924638
353129038,1046116064
353129038,1891483645
353129038,1291098165
353129038,1546809552
353129038,709018479
353129038,1387127393
353129038,605402911
353129038,1725388836
353129038,765275201
353129038,1321655119
353129038,746787550
353129038,1771362710
353129038,1404222031
353129038,1613375566
353129038,559805668
353129038,1411499968
353129038,134684770
1887288969,1183224493
1887288969,1845831013
1887288969,1853316442
1887288969,1965569605
1887288969,1911793160
1887288969,535083757
1887288969,1081869691
1887288969,652115870
1887288969,312499693
1887288969,928522580
1887288969,1140302006
1887288969,313472926
1887288969,502558840
1887288969,935704105
1887288969,1254843501
1887288969,1818178881
1887288969,1674901792
1887288969,762387059
1887288969,1871048447
1887288969,1916288023
1887288969,401623886
1887288969,1591454739
1887288969,247015724
1887288969,538576954
1887288969,522342253
1887288969,1564719046
838088264,1893716966
838088264,364606786
838088264,395475634
838088264,601955102
838088264,222401350
838088264,1060130941
838088264,1936756076
838088264,1364267822
838088264,524029438
838088264,1058498471
838088264,1165672759
838088264,937745557
838088264,1675364158
838088264,1135995996
838088264,1179823659
838088264,1077563
838088264,1699115734
838088264,1909115868
838088264,1272921000
838088264,573408876
838088264,1296047836
838088264,346321965
838088264,1930275878
838088264,1840606375
838088264,1118208214
838088264,1699103831
675477881,26112414
675477881,329100647
675477881,1638990755
675477881,1395380069
675477881,271294083
675477881,165119480
675477881,1271423538
675477881,1503164129
675477881,1192160280
675477881,819291761
675477881,1537106157
675477881,1155540841
675477881,1535822991
675477881,201420102
675477881,109070194
675477881,1347574640
675477881,910829033
675477881,1609566358
675477881,615345333
675477881,1879699423
675477881,166346092
675477881,92058983
675477881,855701066
675477881,1207128035
675477881,838647399
675477881,597864460
318476166,975732947
318476166,1457005693
318476166,345623996
318476166,1721177221
318476166,1945144079
318476166,1224834362
421697340,1898301399
421697340,176195984
421697340,917138413
421697340,1580561591
421697340,1058833379
421697340,1002563824
1128437442,12310569
1128437442,1740718032
1128437442,1415381226
1128437442,890109032
1128437442,1551516115
1128437442,1619743869
29228895,815373725
29228895,1559519152
29228895,824851311
29228895,208443710
29228895,602398598
29228895,96135335
1261000275,1447447302
1261000275,1321018167
1261000275,234515930
1261000275,239315029
1261000275,1239237284
1261000275,1491608945
1261000275,822190286
1261000275,1530140590
51686917,280464549
51686917,1784820564
51686917,857388828
51686917,31181982
51686917,1310419494
51686917,683164265
51686917,1510034796
51686917,766701109
1600567,1183224493
1600567,1965399046
1600567,347387884
1600567,4634555
1600567,18481195
1600567,1215539251
1600567,1158112181
1600567,1843486894
1600567,1216438663
1600567,807588642
1600567,1895100109
1600567,1906879984
1600567,1578402078
1600567,1088206275
1600567,1720764612
1600567,793956305
1600567,397407899
1600567,1293852744
1600567,12957570
1600567,1898096511
1600567,1708726577
1600567,843034787
1600567,1159798291
1600567,1862460986
1600567,1674901792
1600567,1316809057
1600567,964952190
1600567,1642852586
1600567,306470256
1600567,1306911190
1600567,1289270638
1600567,90628709
1600567,1943359217
1600567,1530284219
1600567,1527313319
1600567,1743013628
1600567,1016879664
1600567,272828326
1600567,981960772
1600567,459556869
1470251330,1893716966
1470251330,463923308
1470251330,395475634
1470251330,1691332550
1470251330,222401350
1470251330,1451505157
1470251330,1936756076
1470251330,873401820
1470251330,1447447302
1470251330,1220810922
1470251330,234515930
1470251330,989200065
1470251330,1239237284
1470251330,647431888
1470251330,822190286
1470251330,1854639422
1470251330,524029438
1470251330,1976495689
1470251330,1165672759
1470251330,317510068
1470251330,1675364158
1470251330,1585359757
1470251330,1179823659
1470251330,1811255001
1470251330,1699115734
1470251330,1272921000
1470251330,1843208147
1470251330,1898301399
1470251330,250367660
1470251330,917138413
1470251330,633633451
1470251330,1058833379
1470251330,273934629
1470251330,1296047836
1470251330,816446756
1470251330,1930275878
1470251330,1012047997
1470251330,1118208214
1470251330,783434234
928676844,1866520838
928676844,621413015
928676844,402334945
928676844,1261963409
928676844,680254094
928676844,1241640010
928676844,1902474321
928676844,515975383
928676844,280464549
928676844,1963767756
928676844,1802809523
928676844,309771207
928676844,1606429628
928676844,1899748614
928676844,599635897
928676844,1357885113
928676844,595486418
928676844,498683013
928676844,1473442130
928676844,460376003
928676844,1255969096
928676844,1199452620
928676844,1169641505
928676844,9969845
928676844,910829033
928676844,367048978
928676844,279890136
928676844,282398136
928676844,793214838
928676844,1892922844
928676844,1415381226
928676844,190309849
928676844,289375007
928676844,202164139
928676844,550755145
928676844,1127546533
928676844,408825891
928676844,1144448818
928676844,1797458418
928676844,873556502
526112034,885639022
526112034,984030962
526112034,835859304
526112034,217959117
526112034,1498764187
526112034,602398598
526112034,233821899
1576724562,1447447302
1576724562,1136113230
1576724562,234515930
1576724562,1205889615
1576724562,1239237284
1576724562,1155187929
1576724562,822190286
1576724562,1686590574
1011009296,1555106427
1011009296,836891416
1011009296,708457893
1011009296,497326067
1011009296,1533150435
1011009296,458801751
1011009296,599635897
1011009296,1874600200
247626331,441714979
247626331,1285345325
247626331,656174599
247626331,1118201001
247626331,1064798206
247626331,522586360
247626331,1739596270
247626331,1128557014
247626331,1917711862
247626331,1861145629
247626331,1769729805
247626331,939974371
247626331,1950672939
247626331,1853222160
247626331,100595049
247626331,61735685
247626331,1175784139
247626331,1702670288
247626331,1246777195
247626331,297434798
247626331,502558840
247626331,1765554853
247626331,1557999737
247626331,909528288
247626331,1674901792
247626331,1912924665
247626331,1266376782
247626331,121981750
247626331,962580104
247626331,123404569
247626331,1584332458
247626331,973028291
247626331,649128726
247626331,212512722
247626331,1029547133
247626331,355375542
247626331,748106149
247626331,1735636059
247626331,1182516226
1072962798,948797682
1072962798,1164026001
1072962798,395475634
1072962798,1621967731
1072962798,222401350
1072962798,637878427
1072962798,1936756076
1072962798,615917459
1072962798,1447447302
1072962798,1011244304
1072962798,234515930
1072962798,1084465349
1072962798,1239237284
1072962798,1145544187
1072962798,822190286
1072962798,529930965
1072962798,524029438
1072962798,214712315
1072962798,1165672759
1072962798,927267262
1072962798,1675364158
1072962798,108526775
1072962798,1179823659
1072962798,1807746986
1072962798,1699115734
1072962798,28354048
1072962798,1272921000
1072962798,602016305
1072962798,1898301399
1072962798,1501130094
1072962798,917138413
1072962798,1939790199
1072962798,1058833379
1072962798,1108943466
1072962798,1296047836
1072962798,1541065384
1072962798,1930275878
1072962798,1840606375
1072962798,1118208214
1072962798,1699103831
1750682190,126572522
1750682190,206520249
1750682190,65473476
1750682190,380188251
1750682190,271294083
1750682190,1130915669
1750682190,1034851263
1750682190,158706448
1750682190,280464549
1750682190,1945081966
1750682190,661194292
1750682190,711797137
1750682190,151711963
1750682190,1836447400
1750682190,599635897
1750682190,1968262493
1750682190,388404420
1750682190,4082044
1750682190,1537106157
1750682190,1408762287
1750682190,1255969096
1750682190,1221090900
1750682190,506163534
1750682190,1121153828
1750682190,1333338930
1750682190,1621882181
1750682190,1407476010
1750682190,1288729467
1750682190,1924972221
1750682190,90341938
1750682190,1415381226
1750682190,1069309374
1750682190,289375007
1750682190,1910164586
1750682190,882588631
1750682190,1893272125
1750682190,1046516015
1750682190,1079345644
1750682190,1397602771
1750682190,1212102046
952023648,111292566
952023648,208261939
952023648,625552229
952023648,1988332895
952023648,1064798206
952023648,89090262
952023648,1081869691
952023648,811538246
952023648,400284427
952023648,461330904
952023648,1453258007
952023648,610257257
952023648,1733372730
952023648,1059102312
952023648,307909313
952023648,1481745234
952023648,988111287
952023648,1669426560
952023648,229130542
952023648,1852533530
952023648,18061045
952023648,449326518
952023648,76527079
952023648,81946874
952023648,1732670778
952023648,1811958266
952023648,1125696732
952023648,16743994
952023648,1888818307
952023648,1627767568
952023648,423698041
952023648,846733840
952023648,425890612
952023648,58402535
952023648,330963429
952023648,1247187859
952023648,1066622495
952023648,686092646
952023648,879088397
952023648,1520306075
1325944276,948797682
1325944276,1739821070
1325944276,395475634
1325944276,475964248
1325944276,222401350
1325944276,637878427
1325944276,1936756076
1325944276,592504985
1325944276,1447447302
1325944276,218580322
1325944276,234515930
1325944276,93198051
1325944276,1239237284
1325944276,758718272
1325944276,822190286
1325944276,267794230
1325944276,524029438
1325944276,492751791
1325944276,1165672759
1325944276,3621237
1325944276,1675364158
1325944276,392364249
1325944276,1179823659
1325944276,1759874297
1325944276,1699115734
1325944276,1927303842
1325944276,1272921000
1325944276,1910548381
1325944276,1898301399
1325944276,530591180
1325944276,917138413
1325944276,987024616
1325944276,1058833379
1325944276,115527572
1325944276,1296047836
1325944276,1866543050
1325944276,1930275878
1325944276,647209316
1325944276,1118208214
1325944276,858223881
1827513882,600687357
1827513882,1206294118
1827513882,447354822
1827513882,1020409785
1827513882,1549222866
1827513882,1619834157
1827513882,1730576497
1827513882,1434792701
1827513882,280464549
1827513882,1030762561
1827513882,73080639
1827513882,107084819
1827513882,1606429628
1827513882,592596899
1827513882,599635897
1827513882,1940545627
1827513882,595486418
1827513882,1081470418
1827513882,1537106157
1827513882,1730433055
1827513882,1535822991
1827513882,1678200120
1827513882,967127456
1827513882,1184418961
1827513882,910829033
1827513882,644066758
1827513882,1931502807
1827513882,920601714
1827513882,911907342
1827513882,673468275
1827513882,1415381226
1827513882,1859536377
1827513882,1018261582
1827513882,1390193154
1827513882,368587421
1827513882,201414314
1827513882,408825891
1827513882,1176871041
1827513882,51807307
1827513882,809207812
1709443004,662176331
1709443004,1804368604
1709443004,457830064
1709443004,49788131
1709443004,1064798206
1709443004,365933119
1709443004,1158112181
1709443004,896023117
1709443004,892815421
1709443004,897337535
1709443004,192695483
1709443004,1811903615
1709443004,1598061506
1709443004,1369401993
1709443004,102732072
1709443004,1499823894
1709443004,1919899439
1709443004,1337647480
1709443004,425455228
1709443004,1662846270
1709443004,1432429209
1709443004,1755088078
1709443004,1477468067
1709443004,1407406174
1709443004,1674901792
1709443004,574956501
1709443004,924821181
1709443004,255568867
1709443004,1042192782
1709443004,307514336
1709443004,1933661088
1709443004,1448560125
1709443004,659901995
1709443004,206378356
1709443004,1357176996
1709443004,882919411
1709443004,1017879287
1709443004,816948217
1709443004,1626339884
1709443004,977622612
230082216,948797682
230082216,486483342
230082216,395475634
230082216,175561410
230082216,222401350
230082216,1718337209
230082216,1936756076
230082216,591045434
230082216,1447447302
230082216,1307032186
230082216,234515930
230082216,562905745
230082216,1239237284
230082216,1941405292
230082216,822190286
230082216,99001994
230082216,524029438
230082216,1645958991
230082216,1165672759
230082216,524857977
230082216,1675364158
230082216,1734956005
230082216,1179823659
230082216,46944015
230082216,1699115734
230082216,463484626
230082216,1272921000
230082216,602016305
230082216,1898301399
230082216,1532005354
230082216,917138413
230082216,987024616
230082216,1058833379
230082216,273934629
230082216,1296047836
230082216,7177083
230082216,1930275878
230082216,1443198999
230082216,1118208214
230082216,1334226977
1947014520,600687357
1947014520,1372615138
1947014520,1907086872
1947014520,163046786
1947014520,873631113
1947014520,737259486
1947014520,970017414
1947014520,281063697
1947014520,1282073752
1947014520,599861014
1947014520,661194292
1947014520,136954808
1947014520,1606429628
1947014520,1280725337
1947014520,599635897
1947014520,118707384
1947014520,595486418
1947014520,107168757
1947014520,1473442130
1947014520,547701521
1947014520,1535822991
1947014520,1111960227
1947014520,1713959528
1947014520,848824455
1947014520,1333338930
1947014520,1860999233
1947014520,1216795596
1947014520,306247689
1947014520,343633098
1947014520,1204423256
1947014520,1415381226
1947014520,1839426710
1947014520,128403822
1947014520,841283840
1947014520,160869262
1947014520,1009841117
1947014520,408825891
1947014520,420020338
1947014520,1027342351
1947014520,124290963
1037971817,1780019296
1037971817,804548533
1037971817,1486282698
1037971817,451748299
1037971817,18481195
1037971817,1215539251
1037971817,1081869691
1037971817,105355656
1037971817,1917711862
1037971817,1360308714
1037971817,135559285
1037971817,1077611510
1037971817,752023491
1037971817,1846806020
1037971817,1267440234
1037971817,1791132099
1037971817,1979850526
1037971817,1169141457
1037971817,229130542
1037971817,599908946
1037971817,1963260455
1037971817,1627236802
1037971817,76527079
